om,yr,mo,dy,date,time,tz,st,stf,stn,mag,inj,fat,loss,closs,slat,slon,elat,elon,len,wid,ns,sn,sg,f1,f2,f3,f4
614512,2016,04,11,2016-04-11,16:26:00,3,TX,48,0,1.00,0,0,0,0,33.2200,-97.0600,33.2200,-97.0600,0,0,0,0,0,121,0,0,0
614513,2016,04,11,2016-04-11,16:30:00,3,MS,28,0,0.88,0,0,0,0,32.3400,-90.3300,32.3400,-90.3300,0,0,0,0,0,49,0,0,0
614514,2016,04,11,2016-04-11,16:30:00,3,TX,48,0,2.75,0,0,500000,0,33.1600,-97.0700,33.1600,-97.0700,0,0,0,0,0,121,0,0,0
614515,2016,04,11,2016-04-11,16:30:00,3,TX,48,0,1.50,0,0,100000,0,33.1500,-96.8100,33.1500,-96.8100,0,0,0,0,0,85,0,0,0
614516,2016,04,11,2016-04-11,16:31:00,3,TX,48,0,1.00,0,0,0,0,33.0700,-95.4700,33.0700,-95.4700,0,0,0,0,0,223,0,0,0
614517,2016,04,11,2016-04-11,16:35:00,3,TX,48,0,1.50,0,0,0,0,33.3200,-99.4800,33.3200,-99.4800,0,0,0,0,0,207,0,0,0
614518,2016,04,11,2016-04-11,16:37:00,3,TX,48,0,2.75,0,0,500000,0,33.1500,-96.9700,33.1500,-96.9700,0,0,0,0,0,121,0,0,0
614519,2016,04,11,2016-04-11,16:40:00,3,TX,48,0,1.75,0,0,0,0,32.9051,-95.3464,32.9051,-95.3464,0,0,0,0,0,499,0,0,0
614520,2016,04,11,2016-04-11,16:41:00,3,TX,48,0,2.25,0,0,0,0,32.9573,-95.2904,32.9573,-95.2904,0,0,0,0,0,499,0,0,0
614521,2016,04,11,2016-04-11,16:42:00,3,TX,48,0,1.00,0,0,0,0,33.1500,-96.8100,33.1500,-96.8100,0,0,0,0,0,85,0,0,0
614522,2016,04,11,2016-04-11,16:45:00,3,TX,48,0,1.75,0,0,100000,0,33.0200,-96.7200,33.0200,-96.7200,0,0,0,0,0,85,0,0,0
614523,2016,04,11,2016-04-11,16:48:00,3,TX,48,0,1.50,0,0,0,0,32.9731,-95.1844,32.9731,-95.1844,0,0,0,0,0,159,0,0,0
614524,2016,04,11,2016-04-11,16:48:00,3,TX,48,0,2.00,0,0,1000000,0,33.1500,-96.8100,33.1500,-96.8100,0,0,0,0,0,85,0,0,0
614525,2016,04,11,2016-04-11,16:50:00,3,MS,28,0,1.00,0,0,0,0,32.3400,-89.6600,32.3400,-89.6600,0,0,0,0,0,123,0,0,0
614526,2016,04,11,2016-04-11,16:50:00,3,TX,48,0,2.75,0,0,0,0,32.8313,-95.2979,32.8313,-95.2979,0,0,0,0,0,499,0,0,0
614527,2016,04,11,2016-04-11,16:50:00,3,TX,48,0,2.00,0,0,0,0,32.8720,-95.2970,32.8720,-95.2970,0,0,0,0,0,499,0,0,0
614528,2016,04,11,2016-04-11,16:50:00,3,TX,48,0,2.50,0,0,1000000,0,33.0200,-96.7200,33.0200,-96.7200,0,0,0,0,0,85,0,0,0
614529,2016,04,11,2016-04-11,16:50:00,3,TX,48,0,2.00,0,0,500000,0,33.1249,-96.7336,33.1249,-96.7336,0,0,0,0,0,85,0,0,0
614530,2016,04,11,2016-04-11,16:51:00,3,MS,28,0,1.00,0,0,0,0,32.2600,-89.8000,32.2600,-89.8000,0,0,0,0,0,121,0,0,0
614531,2016,04,11,2016-04-11,16:53:00,3,TX,48,0,1.75,0,0,0,0,32.9751,-95.1399,32.9751,-95.1399,0,0,0,0,0,499,0,0,0
614532,2016,04,11,2016-04-11,16:53:00,3,TX,48,0,2.50,0,0,0,0,32.9042,-95.1748,32.9042,-95.1748,0,0,0,0,0,499,0,0,0
614533,2016,04,11,2016-04-11,16:54:00,3,TX,48,0,1.50,0,0,500000,0,33.1000,-96.6800,33.1000,-96.6800,0,0,0,0,0,85,0,0,0
614534,2016,04,11,2016-04-11,16:55:00,3,TX,48,0,1.25,0,0,50000,0,33.2000,-96.6200,33.2000,-96.6200,0,0,0,0,0,85,0,0,0
614535,2016,04,11,2016-04-11,16:56:00,3,TX,48,0,2.00,0,0,5000000,0,33.1002,-96.6288,33.1002,-96.6288,0,0,0,0,0,85,0,0,0
614536,2016,04,11,2016-04-11,16:57:00,3,TX,48,0,2.00,0,0,1000000,0,33.0200,-96.7200,33.0200,-96.7200,0,0,0,0,0,85,0,0,0
614537,2016,04,11,2016-04-11,17:03:00,3,TX,48,0,3.50,0,0,0,0,32.8660,-95.0667,32.8660,-95.0667,0,0,0,0,0,459,0,0,0
614538,2016,04,11,2016-04-11,17:03:00,3,TX,48,0,1.75,0,0,0,0,32.8063,-95.1191,32.8063,-95.1191,0,0,0,0,0,459,0,0,0
614539,2016,04,11,2016-04-11,17:03:00,3,TX,48,0,2.00,0,0,1000000,0,33.1000,-96.6800,33.1000,-96.6800,0,0,0,0,0,85,0,0,0
614540,2016,04,11,2016-04-11,17:03:00,3,TX,48,0,1.75,0,0,250000,0,33.0800,-96.5800,33.0800,-96.5800,0,0,0,0,0,85,0,0,0
614541,2016,04,11,2016-04-11,17:03:00,3,TX,48,0,2.00,0,0,250000,0,33.0500,-96.6200,33.0500,-96.6200,0,0,0,0,0,85,0,0,0
614542,2016,04,11,2016-04-11,17:05:00,3,AR,05,0,1.00,0,0,0,0,33.6695,-93.5925,33.6695,-93.5925,0,0,0,0,0,57,0,0,0
614543,2016,04,11,2016-04-11,17:07:00,3,TX,48,0,1.50,0,0,100000,0,33.0300,-96.7100,33.0300,-96.7100,0,0,0,0,0,85,0,0,0
614544,2016,04,11,2016-04-11,17:07:00,3,TX,48,0,1.50,0,0,50000,0,33.0200,-96.5500,33.0200,-96.5500,0,0,0,0,0,85,0,0,0
614545,2016,04,11,2016-04-11,17:08:00,3,AR,05,0,1.00,0,0,0,0,33.7241,-93.4698,33.7241,-93.4698,0,0,0,0,0,99,0,0,0
614546,2016,04,11,2016-04-11,17:08:00,3,TX,48,0,2.75,0,0,0,0,32.8134,-94.9800,32.8134,-94.9800,0,0,0,0,0,459,0,0,0
614547,2016,04,11,2016-04-11,17:08:00,3,TX,48,0,4.00,0,0,50000000,0,32.8672,-96.4811,32.8672,-96.4811,0,0,0,0,0,397,0,0,0
614548,2016,04,11,2016-04-11,17:10:00,3,TX,48,0,1.00,0,0,0,0,33.1800,-99.1800,33.1800,-99.1800,0,0,0,0,0,447,0,0,0
614549,2016,04,11,2016-04-11,17:12:00,3,TX,48,0,1.00,0,0,0,0,33.2000,-99.2000,33.2000,-99.2000,0,0,0,0,0,447,0,0,0
614550,2016,04,11,2016-04-11,17:12:00,3,TX,48,0,2.75,0,0,5000000,0,33.0200,-96.5500,33.0200,-96.5500,0,0,0,0,0,85,0,0,0
614551,2016,04,11,2016-04-11,17:13:00,3,TX,48,0,2.50,0,0,0,0,32.8576,-94.9518,32.8576,-94.9518,0,0,0,0,0,459,0,0,0
614552,2016,04,11,2016-04-11,17:15:00,3,TX,48,0,3.50,0,0,50000000,0,33.0176,-96.4949,33.0176,-96.4949,0,0,0,0,0,85,0,0,0
614553,2016,04,11,2016-04-11,17:15:00,3,TX,48,0,1.00,0,0,0,0,32.9300,-96.4500,32.9300,-96.4500,0,0,0,0,0,397,0,0,0
614554,2016,04,11,2016-04-11,17:17:00,3,TX,48,0,4.25,0,0,100000000,0,33.0200,-96.5500,33.0200,-96.5500,0,0,0,0,0,85,0,0,0
614555,2016,04,11,2016-04-11,17:18:00,3,TX,48,0,2.50,0,0,250000,0,33.0300,-96.4300,33.0300,-96.4300,0,0,0,0,0,85,0,0,0
614556,2016,04,11,2016-04-11,17:19:00,3,TX,48,0,1.75,0,0,250000,0,32.9046,-96.4468,32.9046,-96.4468,0,0,0,0,0,397,0,0,0
614557,2016,04,11,2016-04-11,17:19:00,3,TX,48,0,5.25,0,0,60000000,0,33.0167,-96.5433,33.0167,-96.5433,0,0,0,0,0,85,0,0,0
614558,2016,04,11,2016-04-11,17:24:00,3,TX,48,0,1.75,0,0,0,0,32.7297,-94.9440,32.7297,-94.9440,0,0,0,0,0,459,0,0,0
614559,2016,04,11,2016-04-11,17:25:00,3,TX,48,0,3.00,0,0,10000000,0,32.9300,-96.4500,32.9300,-96.4500,0,0,0,0,0,397,0,0,0
614560,2016,04,11,2016-04-11,17:36:00,3,TX,48,0,2.00,0,0,2000000,0,32.9800,-96.3300,32.9800,-96.3300,0,0,0,0,0,397,0,0,0
614561,2016,04,11,2016-04-11,17:40:00,3,TX,48,0,1.75,0,0,0,0,32.7095,-94.7522,32.7095,-94.7522,0,0,0,0,0,459,0,0,0
614562,2016,04,11,2016-04-11,17:40:00,3,TX,48,0,1.75,0,0,300000,0,32.9000,-96.1300,32.9000,-96.1300,0,0,0,0,0,231,0,0,0
614563,2016,04,11,2016-04-11,17:42:00,3,TX,48,0,1.75,0,0,100000,0,33.0500,-98.9200,33.0500,-98.9200,0,0,0,0,0,503,0,0,0
614564,2016,04,11,2016-04-11,17:45:00,3,TX,48,0,1.00,0,0,0,0,32.9800,-96.1200,32.9800,-96.1200,0,0,0,0,0,231,0,0,0
614565,2016,04,11,2016-04-11,17:45:00,3,TX,48,0,2.00,0,0,70000,0,32.8798,-96.0707,32.8798,-96.0707,0,0,0,0,0,231,0,0,0
614566,2016,04,11,2016-04-11,17:46:00,3,TX,48,0,1.00,0,0,0,0,32.9000,-96.0200,32.9000,-96.0200,0,0,0,0,0,231,0,0,0
614567,2016,04,11,2016-04-11,18:00:00,3,TX,48,0,1.00,0,0,0,0,32.9200,-95.8800,32.9200,-95.8800,0,0,0,0,0,379,0,0,0
614568,2016,04,11,2016-04-11,18:00:00,3,TX,48,0,1.75,0,0,100000,0,32.8198,-95.9016,32.8198,-95.9016,0,0,0,0,0,379,0,0,0
614569,2016,04,11,2016-04-11,18:05:00,3,TX,48,0,2.00,0,0,100000,0,32.8512,-95.7586,32.8512,-95.7586,0,0,0,0,0,379,0,0,0
614570,2016,04,11,2016-04-11,18:10:00,3,TX,48,0,1.00,0,0,0,0,32.8700,-95.7500,32.8700,-95.7500,0,0,0,0,0,379,0,0,0
614571,2016,04,11,2016-04-11,18:20:00,3,TX,48,0,1.75,0,0,0,0,32.7931,-95.6330,32.7931,-95.6330,0,0,0,0,0,499,0,0,0
614572,2016,04,11,2016-04-11,18:25:00,3,TX,48,0,1.25,0,0,0,0,32.7299,-95.5616,32.7299,-95.5616,0,0,0,0,0,499,0,0,0
614573,2016,04,11,2016-04-11,18:26:00,3,TX,48,0,1.00,0,0,0,0,32.6970,-95.5467,32.6970,-95.5467,0,0,0,0,0,499,0,0,0
614574,2016,04,11,2016-04-11,18:30:00,3,TX,48,0,1.00,0,0,0,0,32.5810,-94.2661,32.5810,-94.2661,0,0,0,0,0,203,0,0,0
614575,2016,04,11,2016-04-11,18:30:00,3,TX,48,0,2.75,0,0,500000,0,32.7400,-95.6400,32.7400,-95.6400,0,0,0,0,0,379,0,0,0
614576,2016,04,11,2016-04-11,19:05:00,3,TX,48,0,0.88,0,0,0,0,32.4248,-95.2114,32.4248,-95.2114,0,0,0,0,0,423,0,0,0
614577,2016,04,11,2016-04-11,19:10:00,3,TX,48,0,1.50,0,0,0,0,32.4905,-95.1668,32.4905,-95.1668,0,0,0,0,0,423,0,0,0
614578,2016,04,11,2016-04-11,19:11:00,3,TX,48,0,1.00,0,0,0,0,32.2111,-95.3479,32.2111,-95.3479,0,0,0,0,0,423,0,0,0
614579,2016,04,11,2016-04-11,19:15:00,3,TX,48,0,1.00,0,0,0,0,32.2365,-95.4055,32.2365,-95.4055,0,0,0,0,0,423,0,0,0
614580,2016,04,11,2016-04-11,19:15:00,3,TX,48,0,0.88,0,0,0,0,32.2388,-95.3096,32.2388,-95.3096,0,0,0,0,0,423,0,0,0
614581,2016,04,11,2016-04-11,19:57:00,3,TX,48,0,0.88,0,0,0,0,32.1525,-94.7997,32.1525,-94.7997,0,0,0,0,0,401,0,0,0
614582,2016,04,12,2016-04-12,07:48:00,3,LA,22,0,1.00,0,0,0,0,29.8200,-90.4000,29.8200,-90.4000,0,0,0,0,0,89,0,0,0
614583,2016,04,12,2016-04-12,13:55:00,3,SC,45,0,1.00,0,0,0,0,34.8800,-82.7300,34.8000,-82.6700,0,0,0,0,0,77,0,0,0
614584,2016,04,12,2016-04-12,15:17:00,3,SC,45,0,1.00,0,0,0,0,34.6000,-82.6700,34.6000,-82.6700,0,0,0,0,0,7,0,0,0
614585,2016,04,12,2016-04-12,15:35:00,3,SC,45,0,1.00,0,0,0,0,34.5300,-82.6500,34.5300,-82.6500,0,0,0,0,0,7,0,0,0
614586,2016,04,12,2016-04-12,19:37:00,3,TX,48,0,1.00,0,0,0,0,29.5500,-99.8000,29.5500,-99.8000,0,0,0,0,0,463,0,0,0
614587,2016,04,12,2016-04-12,19:40:00,3,TX,48,0,1.75,0,0,0,0,28.7500,-100.4700,28.7500,-100.4700,0,0,0,0,0,323,0,0,0
614588,2016,04,12,2016-04-12,20:00:00,3,TX,48,0,0.75,0,0,0,0,29.7200,-99.0700,29.7200,-99.0700,0,0,0,0,0,19,0,0,0
614589,2016,04,12,2016-04-12,20:05:00,3,TX,48,0,0.88,0,0,0,0,29.5300,-98.8400,29.5300,-98.8400,0,0,0,0,0,325,0,0,0
614590,2016,04,12,2016-04-12,20:18:00,3,TX,48,0,4.00,0,0,0,0,29.5500,-98.6700,29.5500,-98.6700,0,0,0,0,0,29,0,0,0
614591,2016,04,12,2016-04-12,20:18:00,3,TX,48,0,1.75,0,0,0,0,29.5200,-98.7700,29.5200,-98.7700,0,0,0,0,0,29,0,0,0
614592,2016,04,12,2016-04-12,20:20:00,3,TX,48,0,4.50,0,0,1360000000,0,29.5400,-98.6600,29.5400,-98.6600,0,0,0,0,0,29,0,0,0
614593,2016,04,12,2016-04-12,20:24:00,3,TX,48,0,2.00,0,0,0,0,29.5600,-98.6500,29.5600,-98.6500,0,0,0,0,0,29,0,0,0
614594,2016,04,12,2016-04-12,20:26:00,3,TX,48,0,2.00,0,0,0,0,29.5600,-98.6000,29.5600,-98.6000,0,0,0,0,0,29,0,0,0
614595,2016,04,12,2016-04-12,20:26:00,3,TX,48,0,3.00,0,0,0,0,29.5700,-98.6900,29.5700,-98.6900,0,0,0,0,0,29,0,0,0
614596,2016,04,12,2016-04-12,20:28:00,3,TX,48,0,1.00,0,0,0,0,29.5648,-98.5861,29.5648,-98.5861,0,0,0,0,0,29,0,0,0
614597,2016,04,12,2016-04-12,20:29:00,3,TX,48,0,2.00,0,0,0,0,29.5200,-98.6400,29.5200,-98.6400,0,0,0,0,0,29,0,0,0
614598,2016,04,12,2016-04-12,20:31:00,3,TX,48,0,1.50,0,0,0,0,29.5200,-98.5200,29.5200,-98.5200,0,0,0,0,0,29,0,0,0
614599,2016,04,12,2016-04-12,20:35:00,3,TX,48,0,3.00,0,0,0,0,29.4700,-98.4700,29.4700,-98.4700,0,0,0,0,0,29,0,0,0
614600,2016,04,12,2016-04-12,20:39:00,3,TX,48,0,3.50,0,0,0,0,29.4992,-98.6240,29.4992,-98.6240,0,0,0,0,0,29,0,0,0
614601,2016,04,12,2016-04-12,20:40:00,3,TX,48,0,2.00,0,0,0,0,29.5300,-98.4700,29.5300,-98.4700,0,0,0,0,0,29,0,0,0
614602,2016,04,12,2016-04-12,20:42:00,3,TX,48,0,3.00,0,0,0,0,29.4957,-98.4593,29.4957,-98.4593,0,0,0,0,0,29,0,0,0
614603,2016,04,12,2016-04-12,20:43:00,3,TX,48,0,1.50,0,0,0,0,29.5117,-98.5209,29.5117,-98.5209,0,0,0,0,0,29,0,0,0
614604,2016,04,12,2016-04-12,20:46:00,3,TX,48,0,2.75,0,0,0,0,28.5500,-99.8600,28.5500,-99.8600,0,0,0,0,0,127,0,0,0
614605,2016,04,12,2016-04-12,20:46:00,3,TX,48,0,4.00,0,0,0,0,29.4600,-98.3900,29.4600,-98.3900,0,0,0,0,0,29,0,0,0
614606,2016,04,12,2016-04-12,20:47:00,3,TX,48,0,3.50,0,0,0,0,29.4500,-98.3600,29.4500,-98.3600,0,0,0,0,0,29,0,0,0
614607,2016,04,12,2016-04-12,20:48:00,3,TX,48,0,3.00,0,0,0,0,29.4800,-98.4600,29.4800,-98.4600,0,0,0,0,0,29,0,0,0
614608,2016,04,12,2016-04-12,20:51:00,3,TX,48,0,2.00,0,0,0,0,29.4900,-98.3200,29.4900,-98.3200,0,0,0,0,0,29,0,0,0
614609,2016,04,12,2016-04-12,20:55:00,3,TX,48,0,2.50,0,0,0,0,29.4514,-98.3853,29.4514,-98.3853,0,0,0,0,0,29,0,0,0
614610,2016,04,12,2016-04-12,21:00:00,3,TX,48,0,2.75,0,0,0,0,29.4900,-98.4300,29.4900,-98.4300,0,0,0,0,0,29,0,0,0
614611,2016,04,12,2016-04-12,21:00:00,3,TX,48,0,1.75,0,0,0,0,28.5700,-99.6000,28.5700,-99.6000,0,0,0,0,0,127,0,0,0
614612,2016,04,12,2016-04-12,21:03:00,3,TX,48,0,1.00,0,0,0,0,29.3600,-99.1600,29.3600,-99.1600,0,0,0,0,0,325,0,0,0
614613,2016,04,12,2016-04-12,21:14:00,3,TX,48,0,1.75,0,0,0,0,29.5600,-98.6000,29.5600,-98.6000,0,0,0,0,0,29,0,0,0
614614,2016,04,12,2016-04-12,21:21:00,3,TX,48,0,1.75,0,0,0,0,29.4600,-98.1000,29.4600,-98.1000,0,0,0,0,0,187,0,0,0
614615,2016,04,12,2016-04-12,21:25:00,3,TX,48,0,1.00,0,0,0,0,28.6100,-100.4400,28.6100,-100.4400,0,0,0,0,0,323,0,0,0
614616,2016,04,12,2016-04-12,21:45:00,3,TX,48,0,2.00,0,0,0,0,29.4100,-97.7400,29.4100,-97.7400,0,0,0,0,0,177,0,0,0
614617,2016,04,12,2016-04-12,21:50:00,3,TX,48,0,1.50,0,0,20000,0,28.4400,-99.2400,28.4295,-99.2218,0,0,0,0,0,283,0,0,0
614618,2016,04,12,2016-04-12,21:51:00,3,TX,48,0,1.00,0,0,10000,0,28.4438,-99.2483,28.4438,-99.2483,0,0,0,0,0,283,0,0,0
614619,2016,04,12,2016-04-12,22:09:00,3,TX,48,0,1.00,0,0,0,0,29.2300,-98.6600,29.2300,-98.6600,0,0,0,0,0,29,0,0,0
614620,2016,04,12,2016-04-12,22:09:00,3,TX,48,0,1.00,0,0,0,0,29.2300,-98.6600,29.2300,-98.6600,0,0,0,0,0,29,0,0,0
614621,2016,04,12,2016-04-12,22:14:00,3,TX,48,0,1.50,0,0,0,0,29.3700,-97.4800,29.3700,-97.4800,0,0,0,0,0,177,0,0,0
614622,2016,04,12,2016-04-12,22:50:00,3,TX,48,0,1.00,0,0,0,0,28.3500,-99.6100,28.3500,-99.6100,0,0,0,0,0,127,0,0,0
614623,2016,04,13,2016-04-13,00:20:00,3,TX,48,0,0.88,0,0,0,0,29.7396,-95.7589,29.7396,-95.7589,0,0,0,0,0,157,0,0,0
614624,2016,04,13,2016-04-13,00:22:00,3,TX,48,0,1.25,0,0,0,0,29.4000,-95.8400,29.4000,-95.8400,0,0,0,0,0,157,0,0,0
614625,2016,04,13,2016-04-13,00:44:00,3,TX,48,0,1.00,0,0,0,0,29.6200,-95.6200,29.6200,-95.6200,0,0,0,0,0,157,0,0,0
614626,2016,04,13,2016-04-13,01:06:00,3,TX,48,0,1.00,0,0,0,0,29.5100,-95.2000,29.5100,-95.2000,0,0,0,0,0,167,0,0,0
614627,2016,04,13,2016-04-13,01:20:00,3,TX,48,0,0.75,0,0,0,0,29.5159,-95.0526,29.5159,-95.0526,0,0,0,0,0,167,0,0,0
614628,2016,04,13,2016-04-13,01:20:00,3,TX,48,0,1.00,0,0,0,0,29.5491,-95.1289,29.5491,-95.1289,0,0,0,0,0,201,0,0,0
614629,2016,04,13,2016-04-13,05:10:00,3,LA,22,0,1.75,0,0,0,0,29.8300,-90.9700,29.8300,-90.9700,0,0,0,0,0,7,0,0,0
614630,2016,04,13,2016-04-13,05:15:00,3,LA,22,0,0.75,0,0,0,0,29.8300,-90.8000,29.8300,-90.8000,0,0,0,0,0,57,0,0,0
614631,2016,04,13,2016-04-13,05:15:00,3,LA,22,0,1.50,0,0,0,0,29.8401,-90.8109,29.8401,-90.8109,0,0,0,0,0,57,0,0,0
614632,2016,04,14,2016-04-14,04:15:00,3,LA,22,0,0.75,0,0,0,0,32.8211,-92.6588,32.8211,-92.6588,0,0,0,0,0,111,0,0,0
614633,2016,04,14,2016-04-14,05:10:00,3,LA,22,0,1.00,0,0,0,0,32.8200,-92.4089,32.8200,-92.4089,0,0,0,0,0,111,0,0,0
614634,2016,04,14,2016-04-14,05:30:00,3,LA,22,0,0.75,0,0,0,0,32.8633,-92.2956,32.8633,-92.2956,0,0,0,0,0,111,0,0,0
614635,2016,04,14,2016-04-14,05:35:00,3,LA,22,0,1.00,0,0,0,0,32.8515,-92.3107,32.8515,-92.3107,0,0,0,0,0,111,0,0,0
614636,2016,04,14,2016-04-14,06:40:00,3,LA,22,0,0.88,0,0,0,0,32.6328,-92.4097,32.6328,-92.4097,0,0,0,0,0,61,0,0,0
614637,2016,04,14,2016-04-14,07:50:00,3,LA,22,0,0.75,0,0,0,0,32.5768,-91.9860,32.5768,-91.9860,0,0,0,0,0,73,0,0,0
614638,2016,04,14,2016-04-14,09:58:00,3,LA,22,0,1.25,0,0,2000,0,32.0700,-91.2400,32.0800,-91.2300,0,0,0,0,0,107,0,0,0
614639,2016,04,14,2016-04-14,12:24:00,3,MS,28,0,1.00,0,0,0,0,32.1000,-90.3000,32.1000,-90.3000,0,0,0,0,0,49,0,0,0
614640,2016,04,14,2016-04-14,12:51:00,3,MS,28,0,1.00,0,0,0,0,32.1189,-90.1895,32.1189,-90.1895,0,0,0,0,0,121,0,0,0
614641,2016,04,14,2016-04-14,13:55:00,3,MS,28,0,1.00,0,0,0,0,32.0900,-89.7800,32.0900,-89.7800,0,0,0,0,0,121,0,0,0
614642,2016,04,14,2016-04-14,14:09:00,3,MS,28,0,1.00,0,0,0,0,32.0700,-89.6900,32.0700,-89.6900,0,0,0,0,0,129,0,0,0
614643,2016,04,14,2016-04-14,14:10:00,3,MS,28,0,1.75,0,0,5000,0,31.5537,-90.4989,31.5231,-90.3208,0,0,0,0,0,85,0,0,0
614644,2016,04,14,2016-04-14,15:15:00,3,MS,28,0,1.00,0,0,0,0,31.4200,-90.1900,31.4200,-90.1500,0,0,0,0,0,77,0,0,0
614645,2016,04,14,2016-04-14,15:40:00,3,MS,28,0,1.00,0,0,0,0,31.4500,-89.3200,31.5000,-89.2800,0,0,0,0,0,67,0,0,0
614646,2016,04,14,2016-04-14,16:10:00,3,FL,12,0,1.50,0,0,0,0,28.3000,-81.8000,28.3000,-81.8000,0,0,0,0,0,105,0,0,0
614647,2016,04,14,2016-04-14,16:20:00,3,MS,28,0,1.00,0,0,0,0,31.7900,-89.0300,31.7900,-89.0300,0,0,0,0,0,67,0,0,0
614648,2016,04,14,2016-04-14,17:09:00,3,FL,12,0,1.25,0,0,0,0,28.1200,-81.5800,28.1200,-81.5800,0,0,0,0,0,105,0,0,0
614649,2016,04,14,2016-04-14,17:21:00,3,FL,12,0,1.00,0,0,0,0,28.1100,-81.4800,28.1100,-81.4800,0,0,0,0,0,105,0,0,0
614650,2016,04,14,2016-04-14,17:25:00,3,FL,12,0,1.75,0,0,0,0,28.1000,-81.4700,28.1000,-81.4700,0,0,0,0,0,105,0,0,0
614651,2016,04,14,2016-04-14,17:35:00,3,FL,12,0,1.00,0,0,0,0,27.7900,-80.6000,27.7900,-80.6000,0,0,0,0,0,61,0,0,0
614652,2016,04,14,2016-04-14,17:42:00,3,FL,12,0,1.00,0,0,0,0,27.8900,-81.6000,27.8900,-81.6000,0,0,0,0,0,105,0,0,0
614653,2016,04,15,2016-04-15,13:19:00,3,KS,20,0,2.00,0,0,0,0,37.1700,-101.8400,37.1700,-101.8400,0,0,0,0,0,129,0,0,0
614654,2016,04,15,2016-04-15,14:30:00,3,FL,12,0,0.75,0,0,0,0,27.0595,-80.1364,27.0595,-80.1364,0,0,0,0,0,85,0,0,0
614655,2016,04,15,2016-04-15,14:50:00,3,CO,08,0,1.50,0,0,0,0,38.4300,-102.8400,38.4300,-102.8400,0,0,0,0,0,61,0,0,0
614656,2016,04,15,2016-04-15,14:50:00,3,CO,08,0,0.88,0,0,0,0,38.4800,-102.7800,38.4800,-102.7800,0,0,0,0,0,61,0,0,0
614657,2016,04,15,2016-04-15,15:00:00,3,FL,12,0,1.50,0,0,0,0,26.9800,-80.1100,26.9800,-80.1100,0,0,0,0,0,85,0,0,0
614658,2016,04,15,2016-04-15,15:03:00,3,FL,12,0,0.88,0,0,0,0,26.9600,-80.0900,26.9600,-80.0900,0,0,0,0,0,99,0,0,0
614659,2016,04,15,2016-04-15,15:19:00,3,TX,48,0,1.75,0,0,0,0,36.2100,-102.7500,36.2100,-102.7500,0,0,0,0,0,111,0,0,0
614660,2016,04,15,2016-04-15,15:20:00,3,CO,08,0,1.00,0,0,0,0,38.5500,-102.7800,38.5500,-102.7800,0,0,0,0,0,61,0,0,0
614661,2016,04,15,2016-04-15,15:22:00,3,CO,08,0,1.00,0,0,0,0,38.6917,-102.8167,38.6917,-102.8167,0,0,0,0,0,17,0,0,0
614662,2016,04,15,2016-04-15,15:35:00,3,FL,12,0,1.50,0,0,0,0,26.6500,-80.0500,26.5800,-80.0700,0,0,0,0,0,99,0,0,0
614663,2016,04,15,2016-04-15,15:52:00,3,TX,48,0,1.00,0,0,0,0,35.8600,-102.7800,35.8600,-102.7800,0,0,0,0,0,205,0,0,0
614664,2016,04,15,2016-04-15,16:00:00,3,TX,48,0,1.75,0,0,0,0,35.7200,-102.8400,35.7200,-102.8400,0,0,0,0,0,205,0,0,0
614665,2016,04,15,2016-04-15,16:05:00,3,CO,08,0,1.50,0,0,0,0,38.4500,-102.7800,38.4500,-102.7800,0,0,0,0,0,61,0,0,0
614666,2016,04,15,2016-04-15,16:11:00,3,FL,12,0,2.00,0,0,0,0,26.5500,-80.0900,26.4700,-80.1600,0,0,0,0,0,99,0,0,0
614667,2016,04,15,2016-04-15,16:28:00,3,CO,08,0,1.75,0,0,0,0,38.7962,-102.7017,38.7962,-102.7017,0,0,0,0,0,17,0,0,0
614668,2016,04,15,2016-04-15,16:32:00,3,OK,40,0,0.88,0,0,0,0,36.5600,-102.7300,36.5600,-102.7300,0,0,0,0,0,25,0,0,0
614669,2016,04,15,2016-04-15,16:40:00,3,TX,48,0,0.88,0,0,0,0,36.0600,-102.5200,36.0600,-102.5200,0,0,0,0,0,205,0,0,0
614670,2016,04,15,2016-04-15,16:41:00,3,TX,48,0,1.00,0,0,0,0,35.9500,-102.5800,35.9500,-102.5800,0,0,0,0,0,205,0,0,0
614671,2016,04,15,2016-04-15,16:48:00,3,TX,48,0,1.25,0,0,0,0,36.0600,-102.5200,36.0600,-102.5200,0,0,0,0,0,205,0,0,0
614672,2016,04,15,2016-04-15,16:49:00,3,CO,08,0,1.75,0,0,0,0,39.2486,-102.4278,39.2486,-102.4278,0,0,0,0,0,63,0,0,0
614673,2016,04,15,2016-04-15,16:50:00,3,TX,48,0,1.25,0,0,0,0,36.0700,-102.5000,36.0700,-102.5000,0,0,0,0,0,111,0,0,0
614674,2016,04,15,2016-04-15,16:50:00,3,TX,48,0,1.25,0,0,0,0,36.0500,-102.5200,36.0500,-102.5200,0,0,0,0,0,205,0,0,0
614675,2016,04,15,2016-04-15,16:51:00,3,TX,48,0,1.75,0,0,0,0,36.0400,-102.4900,36.0400,-102.4900,0,0,0,0,0,205,0,0,0
614676,2016,04,15,2016-04-15,16:51:00,3,TX,48,0,1.50,0,0,0,0,36.0600,-102.5200,36.0600,-102.5200,0,0,0,0,0,205,0,0,0
